"delegate","delegate-matched","type","state","party","value","pac","committee-id","committee","title","rank","score"
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R",6500,"Siemens Corp","HSIF14","Health","Chair",1,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R",6500,"Siemens Corp","HSIF18","Environment and the Economy","Member",4,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R",6500,"Siemens Corp","JCSE","Commission on Security and Cooperation in Europe","Member",2,63
"Price, David","David E. Price","Representative","NC","D",5500,"Siemens Corp","HSAP","House Committee on Appropriations","Member",6,177
"Price, David","David E. Price","Representative","NC","D",5500,"Siemens Corp","HSAP15","Homeland Security","Member",2,177
"Price, David","David E. Price","Representative","NC","D",5500,"Siemens Corp","HSAP18","Military Construction, Veterans Affairs, and Related Agencies","Member",3,177
"Price, David","David E. Price","Representative","NC","D",5500,"Siemens Corp","HSAP20","Transportation, and Housing and Urban Development, and Related Agencies","Ranking Member",1,177
"Price, Tom","Tom Price","Representative","GA","R",4500,"Siemens Corp","HSBU","House Committee on the Budget","Chair",1,1013
"Price, Tom","Tom Price","Representative","GA","R",4500,"Siemens Corp","HSWM","House Committee on Ways and Means","Member",8,1013
"Price, Tom","Tom Price","Representative","GA","R",4500,"Siemens Corp","HSWM02","Health","Member",6,1013
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAG","House Committee on Agriculture","Member",6,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAG16","General Farm Commodities and Risk Management","Member",4,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAG22","Commodity Exchanges, Energy, and Credit","Member",5,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAS","House Committee on Armed Services","Member",10,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAS03","Readiness","Member",7,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSAS29","Strategic Forces","Chair",1,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSHM","House Committee on Homeland Security","Member",4,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSHM07","Transportation Security","Member",2,4083
"Rogers, Mike","Mike Rogers","Representative","MI","R",2000,"Siemens Corp","HSHM11","Border and Maritime Security","Member",3,4083
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",1000,"Siemens Corp","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",4,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",1000,"Siemens Corp","HSWM","House Committee on Ways and Means","Member",7,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",1000,"Siemens Corp","HSWM02","Health","Member",5,240
"Roskam, Peter","Peter J. Roskam","Representative","IL","R",1000,"Siemens Corp","HSWM06","Oversight","Chair",1,240
"Ryan, Paul","Paul Ryan","Representative","WI","R",3000,"Siemens Corp","JSTX","Joint Committee on Taxation","Chairman",1,1013
"Ryan, Tim","Tim Ryan","Representative","OH","D",1000,"Siemens Corp","HSAP","House Committee on Appropriations","Member",15,502
"Ryan, Tim","Tim Ryan","Representative","OH","D",1000,"Siemens Corp","HSAP02","Defense","Member",4,502
"Ryan, Tim","Tim Ryan","Representative","OH","D",1000,"Siemens Corp","HSAP20","Transportation, and Housing and Urban Development, and Related Agencies","Member",3,502
"Ryan, Tim","Tim Ryan","Representative","OH","D",1000,"Siemens Corp","HSBU","House Committee on the Budget","Member",4,502
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSAS","House Committee on Armed Services","Member",12,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSAS26","Emerging Threats and Capabilities","Member",3,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW","House Committee on Transportation and Infrastructure","Chair",1,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW02","Water Resources and Environment","Ex Officio",17,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW05","Aviation","Ex Officio",20,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW07","Coast Guard and Maritime Transportation","Ex Officio",10,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW12","Highways and Transit","Ex Officio",27,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW13","Economic Development, Public Buildings, and Emergency Management","Ex Officio",10,8178
"Shuster, Bill","Bill Shuster","Representative","PA","R",8500,"Siemens Corp","HSPW14","Railroads, Pipelines, and Hazardous Materials","Ex Officio",17,8178
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSAG","House Committee on Agriculture","Member",7,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSAG03","Nutrition","Member",3,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSAG14","Biotechnology, Horticulture, and Research","Member",2,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSAG15","Conservation and Forestry","Chair",1,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSED","House Committee on Education and the Workforce","Member",6,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSED10","Workforce Protections","Member",3,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSED14","Early Childhood, Elementary, and Secondary Education","Member",3,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSII","House Committee on Natural Resources","Member",8,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSII06","Energy and Mineral Resources","Member",5,32752
"Thompson, Glenn","Glenn Thompson","Representative","PA","R",1000,"Siemens Corp","HSII10","Federal Lands","Member",4,32752
"Thompson, Mike","Mike Thompson","Representative","CA","D",1000,"Siemens Corp","HSWM","House Committee on Ways and Means","Member",8,16369
"Thompson, Mike","Mike Thompson","Representative","CA","D",1000,"Siemens Corp","HSWM02","Health","Member",2,16369
"Thompson, Mike","Mike Thompson","Representative","CA","D",1000,"Siemens Corp","HSWM05","Tax Policy","Member",4,16369
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSIF","House Committee on Energy and Commerce","Member",17,2036
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSIF02","Oversight and Investigations","Member",4,2036
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSIF03","Energy and Power","Member",3,2036
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSIF18","Environment and the Economy","Ranking Member",1,2036
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSSY","House Committee on Science, Space, and Technology","Member",14,2036
"Tonko, Paul","Paul Tonko","Representative","NY","D",2000,"Siemens Corp","HSSY15","Research and Technology","Member",4,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF","House Committee on Energy and Commerce","Chair",1,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF02","Oversight and Investigations","Ex Officio",14,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF03","Energy and Power","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF14","Health","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF16","Communications and Technology","Ex Officio",18,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF17","Commerce, Manufacturing, and Trade","Ex Officio",12,2036
"Upton, Fred","Fred Upton","Representative","MI","R",2000,"Siemens Corp","HSIF18","Environment and the Economy","Ex Officio",13,2036
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSGO","House Committee on Oversight and Government Reform","Member",17,4083
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSIF","House Committee on Energy and Commerce","Member",15,4083
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSIF02","Oversight and Investigations","Member",9,4083
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSIF03","Energy and Power","Member",10,4083
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSIF16","Communications and Technology","Member",3,4083
"Welch, Peter","Peter Welch","Representative","VT","D",1000,"Siemens Corp","HSIF17","Commerce, Manufacturing, and Trade","Member",7,4083
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HLIG","House Permanent Select Committee on Intelligence","Member",12,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HLIG03","Emerging Threats","Member",5,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HLIG04","Department of Defense Intelligence and Overhead Architecture","Member",5,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSAS","House Committee on Armed Services","Member",27,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSAS03","Readiness","Member",10,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSAS25","Tactical Air and Land Forces","Member",6,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSVR","House Committee on Veterans' Affairs","Member",8,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSVR03","Health","Member",6,559
"Wenstrup, Brad","Brad R. Wenstrup","Representative","OH","R",3000,"Siemens Corp","HSVR10","Economic Opportunity","Chair",1,559
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",2000,"Siemens Corp","HSIF","House Committee on Energy and Commerce","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",2000,"Siemens Corp","HSIF03","Energy and Power","Chair",1,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",2000,"Siemens Corp","HSIF14","Health","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R",2000,"Siemens Corp","HSIF18","Environment and the Economy","Member",3,8178
"Yoder, Kevin","Kevin Yoder","Representative","KS","R",1000,"Siemens Corp","HSAP","House Committee on Appropriations","Member",14,4083
"Yoder, Kevin","Kevin Yoder","Representative","KS","R",1000,"Siemens Corp","HSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",2,4083
"Yoder, Kevin","Kevin Yoder","Representative","KS","R",1000,"Siemens Corp","HSAP20","Transportation, and Housing and Urban Development, and Related Agencies","Vice Chair",4,4083
"Yoder, Kevin","Kevin Yoder","Representative","KS","R",1000,"Siemens Corp","HSAP23","Financial Services and General Government","Member",3,4083
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP02","Department of Defense","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",2,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",5,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP22","Energy and Water Development","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",3,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSEG","Senate Committee on Energy and Natural Resources","Member",11,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSEG01","Energy","Member",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSEG03","Public Lands, Forests, and Mining","Member",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSEG04","National Parks","Member",4,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Chairman",1,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSHR09","Children and Families","Ex Officio",8,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSHR11","Employment and Workplace Safety","Ex Officio",7,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSHR12","Primary Health and Retirement Security","Ex Officio",10,65519
"Alexander, Lamar","Lamar Alexander","Senator","TN","R",5000,"Siemens Corp","SSRA","Senate Committee on Rules and Administration","Member",2,65519
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","JSLC","Joint Committee on the Library","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","JSPR","Joint Committee on Printing","Vice Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SLIN","Senate Select Committee on Intelligence","Member",6,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",9,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP02","Department of Defense","Member",8,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",5,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSCM01","Aviation Operations, Safety, and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSCM26","Communications, Technology, Innovation, and the Internet","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R",1000,"Siemens Corp","SSRA","Senate Committee on Rules and Administration","Chairman",1,1013
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM01","Aviation Operations, Safety, and Security","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",5,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM24","Space, Science, and Competitiveness","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ranking Member",1,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSCM26","Communications, Technology, Innovation, and the Internet","Member",7,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSEV","Senate Committee on Environment and Public Works","Member",8,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Member",4,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSEV15","Fisheries, Water, and Wildlife","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",6,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSGA18","Federal Spending Oversight and Emergency Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSGA19","Regulatory Affairs and Federal Management","Member",3,177
"Booker, Cory","Cory A. Booker","Senator","NJ","D",2000,"Siemens Corp","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",6,177
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAF13","Commodities, Risk Management and Trade","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAF14","Conservation, Forestry and Natural Resources","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAF15","Rural Development and Energy","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP02","Department of Defense","Chairman",1,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP08","Legislative Branch","Ex Officio",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP14","Department of Homeland Security","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Ex Officio",10,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",3,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Ex Officio",9,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP22","Energy and Water Development","Member",2,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP23","Financial Services and General Government","Ex Officio",4,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Ex Officio",10,8178
"Cochran, Thad","Thad Cochran","Senator","MS","R",2000,"Siemens Corp","SSRA","Senate Committee on Rules and Administration","Member",4,8178
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SLIN","Senate Select Committee on Intelligence","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SPAG","Senate Special Committee on Aging","Chairman",1,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP02","Department of Defense","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",4,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP22","Energy and Water Development","Member",5,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Chairman",1,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",6,749
"Collins, Susan M","Susan M. Collins","Senator","ME","R",2500,"Siemens Corp","SSHR12","Primary Health and Retirement Security","Member",3,749
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SLET","Senate Select Committee on Ethics","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",11,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",6,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP22","Energy and Water Development","Member",8,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP23","Financial Services and General Government","Ranking Member",1,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",6,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSFR","Senate Committee on Foreign Relations","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSFR09","Africa and Global Health Policy","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSJU","Senate Committee on the Judiciary","Member",8,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSJU21","the Constitution","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSJU23","Privacy, Technology and the Law","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Ranking Member",1,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D",5000,"Siemens Corp","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",7,115
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SCNC","United States Senate Caucus on International Narcotics Control","Member",2,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSFI","Senate Committee on Finance","Member",6,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSFI11","Taxation and IRS Oversight","Member",4,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSFI12","Energy, Natural Resources, and Infrastructure","Member",5,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSFI13","International Trade, Customs, and Global Competitiveness","Chairman",1,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSJU","Senate Committee on the Judiciary","Member",5,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSJU04","Immigration and the National Interest","Member",5,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSJU21","the Constitution","Chairman",1,4083
"Cornyn, John","John Cornyn","Senator","TX","R",3000,"Siemens Corp","SSJU22","Crime and Terrorism","Member",4,4083
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP","Senate Committee on Appropriations","Member",7,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP02","Department of Defense","Member",7,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP14","Department of Homeland Security","Member",5,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",5,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",6,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP20","State, Foreign Operations, and Related Programs","Chairman",1,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAP22","Energy and Water Development","Member",7,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAS","Senate Committee on Armed Services","Member",13,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAS16","Strategic Forces","Member",5,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAS17","Personnel","Chairman",1,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSAS20","Emerging Threats and Capabilities","Member",6,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSBU","Senate Committee on the Budget","Member",5,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSJU","Senate Committee on the Judiciary","Member",4,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSJU21","the Constitution","Member",3,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSJU22","Crime and Terrorism","Chairman",1,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSJU23","Privacy, Technology and the Law","Member",6,32752
"Graham, Lindsey","Lindsey Graham","Senator","SC","R",1000,"Siemens Corp","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",6,32752
